# Constructed from biom file														
#OTU ID	K-7-4	K-7-5	K-7-6	K-7-7	M1-7-1	M1-7-2	M1-7-3	M1-7-4	M2-7-1	M2-7-2	M2-7-3	M2-7-4	M2-7-5	taxonomy
ef24fd26426e87fbeb9e0c33b8704a7d	0	0.009452689	0	0	0	0	0	0	0	0	0	0	0	#N/A
f25b2b7847e7d2373842f7972aa05926	0	0.009452689	0	0	0	0	0	0	0	0	0	0	0	#N/A
5d41cccf2b44125906717124586a2d82	0.627428946	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
38d0725f71c5bb4ab94dcde17e92bb70	0.229432973	0	0	0.196633255	0	0.078438208	0	0	0.018527668	0	0	0	0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium
a1c72117bea8a9bcd3fcf22425f8ca18	0.154516084	0	0	0	0	0	0	0.048171666	0.117341897	0.464756003	0	0	0.149642521	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Acetoanaerobium;s__Acetoanaerobium sticklandii
525d8ea804a731e584fecf751a759938	0.103010722	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
189746d633d294cd6085736d225470b7	0.093646111	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
dbefc9d80370157d0732913fd944dd77	0.074916889	0	0	0	0	0	0	0	0	0	0	0	0.022169262	#N/A
260aeef7a569f1cb4655da676c3b3c87	0.060869972	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
d47974c2da911e3b5fb7b86c996ea708	0.060869972	0	0	0	0	0	0	0	0	2.38832946	0	0	0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp008017315
310b27ca66c2a4e57efbbb4b3ceae913	0.046823056	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
6a4d5436d63e7fbd389bb3e1fc2a9b07	0.046823056	0	0.036982249	0.196633255	0	0	0	0.210203635	0	0	0.049800797	0	0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermosynergistaceae;g__Thermosynergistes;s__Thermosynergistes pyruvativorans
7b0f4ac9879379f7754448b2c15a93c2	0.037458445	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
e72124fe5e203bc4d53e38b1a36a7179	0.037458445	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
16db473583939f7e1fa7a05bcad68af7	0.032776139	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
8f23b4eb028e97da673b11e79ed271f9	0.032776139	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
cbb020e6f29976f0836ad5ae0341dcda	0.028093833	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
4d72007c70f4abc0bf9e8fe8b826d07d	0.023411528	0	0	0	0	0	0	0	0.024703557	11.37361219	0	0	0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae
67072d64628bb2e6e86cde56fa89f51b	0.018729222	0	0	0	0	0	0	0	0	0	0	0	0.011084631	#N/A
6eac7eb01e9edfb8373b0ba94614247d	0.014046917	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
7ff605c6ff1e5e1090e6ad928cd20113	0.014046917	0	0	0.076734929	0	0	0	0.01751697	0	0	0	0	0	#N/A
0e7a86e3292034f394daf76fafe84e77	0.009364611	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
f979673c0ca4f576291559683f96a028	0.009364611	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
c79a5bdbda6c8d4d371e0fec886143a3	0	0	0	0.388470577	0	0	0.651075577	0	0	0	0	0	0	#N/A
7af984e1e4655cf81fa4e0c817499270	0	0	0	2.321231596	0	0	0.416688369	0	1.173418972	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens
d6984ee90e2d0bb8f4ec2687bf95eb39	0	0	0	0.038367464	0	0.017430713	0.052086046	0.061309393	0	0	0	0	0	d__Bacteria;p__Bacillota_B;c__Moorellia;o__DULZ01;f__Zhaonellaceae;g__Zhaonella;s__Zhaonella formicivorans
7950a3433864abee3e694568ff25ae0f	0	0	0	0	0	0	0.020834418	0	0	0	0	0	0	#N/A
10ec5664b55a6d33867cd5004aed0fc2	0	0	0	0	0	0	0.015625814	0	0	0	0	0	0	#N/A
3e78789474f0ab5faa8d61f11855ef3e	0	0	0	0	0	0	0.015625814	0	0	0	0	0	0	#N/A
0069db92fd2f97de151fcaded8a3ed27	0	0	0	0.052755264	0	0	0	0	0	0	0	0	0	#N/A
006c29ddf4b0dba4f6f2888b2c4786a0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
006ca5fbb1360da5227c405b98c82c1d	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
008730617efe64389abf11f2231e1041	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
008f45c9b60f9e6a07975c89021edeba	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00a26b2be8bc19e5315b238405f92e27	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00a96fbd0ac34bfd245f9c24f8737f7d	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00b8cf77d3266e5a71c92f72e0786fd1	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00bb02841098aa5b025fe6fcfa5034b0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00c246b120f5d923130e01c042aef3de	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00d2b2c94bce86bc92a8ec8ac8036e43	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00d77f3fd11c0840bd79a8a151c8c4f1	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00f6e1251fd66b1dfc8be4e986b15d9f	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00f7793b9e96c3365f6a3a097c56805d	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
00f9395bd7f0ab7e30ac3a3348a99321	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A
